-63;-39;72;97;-36;91;-11;-98;-90;-29;-77;8;-59;-24;86;12;-56;-86;-78;91;18;96;89;-62;-1;-20;-53;30;-41;-48;-47;-1;-60;61;20;-57;-68;-87;30;-86;92;80;-51;-20;81;77;86;-54;-81;37;-74;-7;100;97;-25;-77;44;59;-100;94;-11;-38;-18;-48;30;56;2;-40;34;-34;-85;-99;60;-3;99;-100;0;-86;84;73;87;90;16;-11;-56;36;55;34;-33;19;-62;71;-52;4;80;69;58;37;3;-36
84;-87;14;-94;20;-86;-88;94;-96;100;11;-4;-6;37;6;41;66;25;88;-92;-73;-35;2;-17;-14;-88;-68;-28;-40;-74;66;-78;-63;-27;89;-98;-51;85;4;51;18;53;36;56;-72;66;46;-18;-1;10;-80;69;52;-98;14;35;9;65;12;44;69;-93;-31;-48;29;91;61;-72;-12;100;25;70;-33;-45;91;-67;70;-100;-81;-14;-83;-61;-82;-72;28;65;23;-61;52;-61;9;79;11;-9;-39;-89;99;0;90;42
3;45;64;73;17;-47;26;-36;-82;-46;80;-96;-68;-36;-25;-100;-41;20;-13;19;-48;63;-14;28;33;79;-80;27;-45;-11;-75;-40;29;69;65;-63;22;-79;-16;-29;4;-17;-12;-79;100;-98;3;-88;-25;-92;13;95;79;65;5;26;-30;-26;-76;-4;37;28;15;-92;-52;-3;-74;-76;83;-39;-16;82;23;62;74;5;-68;-11;95;-14;-95;78;-78;98;42;-38;70;-1;-93;-94;10;-59;-48;46;-1;-61;32;75;-5;-17
-13;44;5;13;-88;-86;45;-13;-45;34;-95;15;12;-81;-58;-64;73;-64;65;46;86;65;97;59;91;47;-42;40;-97;34;-60;-15;68;74;80;93;23;79;-2;85;67;69;-64;-71;-9;6;21;-66;23;97;-16;-35;49;25;24;-32;53;-21;44;85;-82;-98;58;94;82;-2;-9;35;-64;30;-35;-72;52;50;-93;30;6;-37;-54;5;-47;51;69;12;-82;-57;70;-38;-41;-31;99;-61;6;66;77;6;93;-72;-14;82
-21;-65;43;1;-15;81;-17;49;-58;-35;-72;-33;67;-2;49;47;59;29;-49;6;64;-76;-20;20;42;51;56;69;-92;15;3;34;-98;50;-75;6;66;-7;39;-34;-5;63;-31;44;65;60;-8;87;76;52;27;-66;-82;-85;34;28;47;62;79;-62;-35;71;-22;-64;20;57;-42;-1;83;87;52;97;92;-30;81;-66;-67;-19;-48;-64;64;91;-43;42;64;92;85;-23;-10;-93;73;22;41;37;-24;61;2;45;-20;-75
11;-68;-17;-38;-43;-29;89;-97;-28;53;74;-64;-17;-71;-45;-86;27;-47;-30;-19;-37;-45;-59;-4;72;-48;-80;-55;-96;58;23;33;47;-44;93;-59;48;-93;81;-85;-8;100;53;-54;54;33;-15;-100;-2;-30;-91;-67;46;32;90;-63;89;69;76;67;31;98;86;5;65;6;52;43;-77;-95;-59;13;46;51;-80;-25;-19;82;-22;5;54;-78;57;-50;-88;58;29;95;-1;-49;-17;-74;-97;87;46;18;-93;-27;-78;-53
75;-86;-68;9;-73;-8;10;-9;-41;-27;-41;100;-69;72;-79;-98;65;-8;6;-33;80;37;56;-92;28;3;-71;-64;29;15;-85;99;91;92;62;-47;-84;-5;33;33;-33;-7;-24;68;67;14;-76;100;-61;29;19;98;95;-39;-31;61;-51;-30;25;-16;-7;49;3;46;61;-28;35;-40;27;55;81;-69;86;-29;32;0;19;72;69;-7;-56;89;36;55;-24;57;-18;-51;-85;-40;-29;97;7;32;-26;-34;18;-51;53;-66
-90;-54;-3;82;-57;20;61;69;55;-4;33;12;-30;75;-51;-69;23;-6;18;-2;76;14;-42;-65;-99;-80;-91;-93;-86;21;-47;65;29;-80;66;65;63;52;-83;-56;-42;36;7;-94;-89;-83;99;24;3;39;-89;-92;-33;90;-48;6;66;-43;93;18;-65;86;-60;-41;43;-67;43;71;73;-45;87;-70;-8;47;-70;6;-89;-6;-44;-10;-11;-78;-67;-70;61;-54;76;45;-46;-99;-82;-42;-75;19;-37;65;44;-62;-82;-82
70;76;-7;-18;16;59;90;-21;58;-42;39;-83;50;-93;72;-56;-43;-79;15;45;59;-54;-56;7;70;-56;49;-80;-17;-62;28;-23;-97;33;97;52;-25;20;-93;-92;65;78;97;61;26;26;100;60;-13;95;38;-75;-45;-65;23;-91;100;25;-54;-24;-29;94;-79;-44;4;69;70;-77;-50;-94;-53;-53;17;-52;-84;-39;-13;4;-9;-18;100;-9;3;-85;99;2;-41;-37;-30;88;69;-73;-75;35;32;-43;11;36;2;-61
88;99;31;91;-3;98;-41;59;-80;93;91;36;-91;-14;13;31;20;-45;55;-20;-69;76;17;-87;-58;-58;-44;-88;19;15;93;50;17;13;14;-21;11;-83;-1;50;87;-66;-69;-98;-99;-33;-51;-32;-86;1;-8;-27;-83;100;-61;-96;-35;0;-33;-81;-87;-16;100;22;4;35;-39;-91;43;17;-79;-13;-70;-10;-84;36;9;-57;-47;75;-10;-57;-50;-98;-65;66;98;-12;-52;-3;-64;-43;48;-10;5;-82;-57;74;11;69
21;40;63;-71;-69;-51;38;60;54;35;4;-11;45;-97;-97;-62;64;-28;-56;94;-42;-91;91;-58;-95;53;-1;66;-21;-45;-50;-84;-33;-79;20;88;38;-85;41;-19;-25;41;8;79;-5;-68;-81;-31;0;-45;44;69;-61;-53;11;-89;33;-32;-19;95;7;-26;-75;43;91;95;86;-9;-54;23;-7;-34;49;81;100;53;65;-54;-42;41;70;-67;97;31;-12;-59;70;-60;-62;100;65;-19;64;-73;-14;60;33;63;78;54
-58;-86;26;21;-2;51;-50;30;49;23;24;-9;-41;39;34;-84;-34;-9;21;77;33;16;-70;45;6;-40;-73;-92;-2;42;63;-38;1;53;-45;-48;97;97;-80;-59;-27;37;-24;98;-28;-63;-85;-19;96;-30;6;9;-94;30;31;89;-30;-45;10;-76;-2;11;-62;-47;97;20;34;-7;-6;61;-85;-14;-5;-50;70;45;-46;98;-5;46;72;24;79;47;35;-15;66;84;7;62;64;-22;71;-33;25;19;70;67;24;58
-78;-51;-29;-6;4;62;-30;63;7;46;52;39;91;4;34;8;58;97;-11;52;-6;1;-35;-1;72;-14;-58;71;32;-11;-100;31;94;-57;-40;78;13;-15;84;-33;-61;37;-12;-96;55;91;94;-47;100;75;-46;-16;19;-98;11;-72;-73;-56;24;3;-86;86;-15;-49;-46;-8;-22;52;-83;48;35;-95;61;-3;-70;-84;94;4;-53;89;-79;-35;61;-95;60;0;-84;-74;-98;26;85;-8;88;-30;81;24;-29;-28;-19;-12
-74;38;84;-34;-41;25;82;-2;23;83;63;19;19;-19;-57;-59;34;8;53;-10;-43;-94;6;-32;-84;84;94;88;-97;-55;-63;49;-6;-80;5;-53;-56;-16;8;-29;-38;17;0;64;69;81;-23;-19;62;-69;-63;73;67;-53;33;-87;-20;43;-38;78;65;74;55;57;25;-92;-25;91;62;-27;21;86;94;59;63;-49;-20;-71;-20;87;-14;-46;18;31;-65;94;-71;-83;-50;-59;-68;68;92;65;-45;70;8;83;23;42
-83;84;53;-34;93;3;92;69;-14;43;20;-20;-23;100;-87;71;14;69;1;0;73;42;-22;-99;-47;90;-49;-42;8;-81;83;-94;74;-96;-63;-17;76;65;-57;74;-35;38;2;-94;82;-75;-38;-79;94;-72;53;76;67;95;17;24;-66;-23;17;33;76;-60;-13;53;65;-92;75;-69;67;14;-22;72;36;-7;-61;25;26;51;37;-28;80;-70;-74;-87;-68;-81;17;57;-4;-52;-12;39;95;-4;99;97;25;72;-57;38
-73;28;11;-16;-47;-33;-74;-78;-37;-25;-69;27;-7;61;-5;-20;-94;63;4;99;35;85;99;-66;26;65;70;-51;8;68;50;15;-97;-88;68;74;79;17;83;-79;56;73;49;100;1;58;21;-84;56;21;37;77;-25;46;-5;33;-73;81;-95;98;2;88;-55;58;94;-60;32;42;100;-74;65;76;-32;15;-74;-50;85;68;-22;31;48;-88;8;-53;61;-22;-96;28;-71;-11;-12;11;32;-79;23;-91;36;-11;-67;-90
7;63;-40;-22;91;52;97;-14;-80;-49;11;1;-89;-4;10;54;33;26;6;89;-21;66;19;-46;16;4;-83;-64;-92;-20;46;-33;-22;71;-75;-66;61;-78;-18;-15;-44;-32;95;-30;-43;-72;54;3;-22;-54;88;-8;-1;1;-13;-3;-32;1;-48;2;64;-60;11;-87;-20;71;-22;-33;80;57;-66;67;-17;66;-22;-63;-27;54;-1;21;-64;-2;-49;-37;57;11;41;-47;27;-30;-46;29;84;-25;27;14;54;-95;21;-12
-89;-66;-66;-38;-34;-5;-44;-31;-68;14;-8;13;-88;-35;40;-41;39;98;24;-79;-52;46;67;-20;23;-53;-62;-83;62;-17;87;-30;-3;16;-31;-59;42;59;10;53;-34;33;-13;65;99;-31;-85;52;-28;-5;35;95;-9;59;-15;23;-20;-47;5;-50;44;76;-34;-39;-19;90;-99;-59;65;99;-73;-61;88;15;0;17;49;73;30;70;-20;64;-20;54;-57;50;31;-5;-40;-100;26;-44;91;11;24;20;63;-97;97;-78
-84;-13;12;90;-36;49;-35;-41;-41;-25;-6;21;-82;-80;66;-21;-91;-52;-22;-5;93;-77;5;-27;-64;-2;13;-77;47;-9;74;68;75;29;-78;91;70;37;-19;-29;1;-47;1;-76;-74;-6;42;-90;48;98;-16;-85;-96;-6;-88;-39;49;-30;90;-46;28;41;25;-54;-32;-21;-66;-7;-86;-10;95;10;-85;69;-71;68;45;76;-94;22;45;-87;-22;21;69;-1;-85;35;87;38;37;-47;-42;-85;-64;-45;91;84;-13;81
-68;-71;52;-15;-71;48;56;-48;27;-22;71;53;81;20;-20;-98;45;-34;-100;44;-58;-20;96;9;14;-21;18;59;35;-15;-99;57;48;77;54;9;5;-10;-81;-99;22;-42;71;-60;10;-24;51;26;-19;54;-66;-93;-33;-19;-21;13;6;-49;-7;75;89;46;68;99;75;-95;94;-99;-92;-55;-8;-41;24;51;36;-46;-81;-64;-93;-94;-17;-64;-5;-2;14;-98;-28;97;-91;60;70;-88;69;43;-84;-98;36;43;44;60
83;-50;-96;-42;19;15;44;58;99;-80;-4;67;69;-14;79;79;79;-40;75;-23;50;52;-94;21;-68;-67;66;21;-31;-54;-48;58;-98;-46;-37;-100;14;-74;-92;63;75;62;76;-72;89;-66;-1;95;-29;59;-8;12;-66;16;46;-4;-90;-45;-61;-57;17;1;99;25;49;-53;14;-71;54;-89;-91;34;-37;-77;-96;-1;-56;45;92;32;-71;-38;-74;-43;1;18;90;-28;44;-12;5;-41;-100;89;83;50;-87;17;21;-96
-52;35;-28;49;-74;45;45;-50;38;-75;-42;-72;51;-31;-100;23;-32;-39;-95;64;98;-66;92;19;47;-69;9;1;-78;40;22;6;84;-14;2;-57;-48;-59;60;-16;-18;-69;76;97;38;-63;-69;-20;5;62;18;-55;-27;36;-12;-26;70;26;40;0;51;-89;45;-1;-14;35;-15;42;-87;-1;2;-18;11;-99;8;-54;78;-94;-48;15;69;12;34;70;-2;-6;68;-85;24;-10;-97;71;-55;93;89;-29;-69;-40;-26;-20
45;-64;50;21;79;71;14;-44;-11;-78;-7;18;46;28;-14;22;25;62;5;-72;0;-24;98;-44;-16;53;5;31;-89;72;24;-89;-40;-31;-4;76;-83;48;47;-21;99;49;1;-54;-81;94;51;-24;72;-69;48;-16;-75;-6;-8;42;7;-8;26;78;13;8;79;-92;65;24;21;98;87;91;37;-6;12;-5;91;-26;76;-18;-47;-98;-19;27;-83;-43;-24;65;-10;16;57;-38;4;-86;-72;86;51;-49;91;-18;-46;-1
24;91;36;-50;23;4;99;-37;41;70;-6;-98;-43;-73;-85;95;12;40;-82;-74;50;18;21;-47;-49;-86;21;-22;89;-77;-62;-72;81;-27;-85;-54;67;97;-70;89;-71;92;-46;-24;43;-56;-9;100;-87;-29;2;-80;-48;7;90;-95;-96;21;91;-27;-27;30;20;33;29;22;93;-41;-19;-62;-80;-53;7;24;86;-30;57;67;-91;20;64;86;67;-12;41;84;-71;11;72;63;-79;84;87;-42;89;-5;94;27;56;-2
89;2;73;23;-25;54;-52;30;8;86;-97;83;-63;-77;-56;-77;-5;-52;84;-72;37;-85;39;9;-4;89;-37;72;2;-76;-54;-3;-17;30;-16;66;-30;9;-62;-8;-29;-81;-58;75;-98;-8;17;45;-99;-93;-80;-23;-53;7;-43;55;-22;-61;94;-22;20;-89;54;-65;-20;-18;-27;74;-18;52;-100;-73;98;5;-55;50;42;93;43;34;66;-21;40;-28;-61;-63;59;-33;-20;50;-1;8;-41;59;56;-71;30;-22;47;83
51;98;-86;-22;-14;90;72;-84;91;14;3;93;-44;-2;-85;15;37;-44;-16;-76;-10;-14;95;12;-28;-29;46;17;-82;44;-7;56;-8;-30;50;-81;-14;5;27;-27;90;-76;-77;-86;-6;-94;-12;84;74;1;-39;75;-16;67;34;-97;-88;-29;87;-50;-76;-96;-38;60;-18;91;93;-18;17;83;-62;25;27;73;-91;42;39;88;45;37;-68;90;61;-50;38;-31;41;-45;-22;-95;-85;-47;68;-27;-98;33;19;21;-99;-85
-22;-79;-26;-10;32;74;-60;-5;-52;-35;24;80;11;-66;34;-83;-51;68;-90;12;17;50;26;97;49;-5;28;-27;-45;67;1;75;34;-32;98;75;-79;-30;-47;28;43;-98;-54;41;-11;20;93;68;34;-13;62;-64;-77;-98;-50;-42;-78;-79;-45;-50;-36;67;-72;47;13;56;87;-17;-15;-53;-49;-46;-98;-41;14;-30;35;0;-32;-49;56;10;-49;-17;-34;-1;-56;-52;58;-33;67;0;-70;-84;31;56;34;-64;-67;96
87;-18;-59;-50;74;-16;72;-94;-75;90;42;62;57;-83;-1;-20;85;41;-4;-39;-14;-64;-35;-18;-43;52;-28;52;80;-61;-3;-38;51;44;18;-7;55;6;-21;-2;-1;-15;-15;31;44;-30;-6;-38;-79;-8;82;10;-11;-99;25;89;18;-51;13;20;-81;2;-73;8;18;20;-14;-64;-3;31;36;-90;-45;30;35;9;51;76;24;-39;37;-53;-78;-17;99;26;80;72;-78;64;-64;52;-97;35;4;-20;53;44;69;73
-29;-68;-47;-92;81;-43;9;53;-86;-98;60;12;82;-41;34;-90;26;30;33;-57;86;-76;-62;-18;-13;-41;-94;36;48;-53;-76;85;31;-52;-98;-11;-10;-56;-35;-79;-37;-57;-1;-90;20;-100;-97;-21;50;64;62;37;-92;-7;16;-93;55;32;76;-76;56;43;68;28;-87;94;-73;97;-70;-1;-63;92;-8;-87;1;-30;51;20;88;-83;82;17;-55;74;-29;28;-71;49;24;-60;78;-45;99;-15;91;-3;6;-6;-93;54
-49;15;88;-46;-74;-51;23;-26;-91;39;49;-31;-21;-100;-5;-20;22;-83;-60;28;-30;4;59;46;-65;-49;55;80;-74;23;17;90;-93;83;-70;80;-66;64;-78;-16;-17;-25;-41;59;-5;60;38;-63;24;68;-10;-20;-15;-88;-89;-42;94;59;-57;-31;-10;41;-29;-11;32;-99;-26;9;83;-99;90;-18;61;56;-30;-64;58;-8;10;-91;-19;-85;82;50;-31;-36;2;-94;-89;63;10;75;-62;-96;-49;-73;-46;-49;25;-98
5;-50;64;51;92;3;-82;-13;-74;98;25;36;8;-26;-98;-68;59;24;61;52;87;-66;42;-72;-93;4;74;-86;68;-50;-68;13;-72;9;7;27;99;1;76;-46;-64;-45;61;89;-52;43;-92;-95;-50;94;31;-55;-32;-79;61;85;-24;-75;48;-26;54;5;-60;-61;58;5;57;41;32;-81;-39;87;18;58;-37;-51;-10;23;13;-4;-61;-95;57;69;-62;-13;12;63;-9;-28;-37;-75;100;37;-32;38;59;-78;3;32
-23;-19;67;100;68;-42;-94;7;-51;-80;0;-45;44;8;-58;99;2;-83;13;-43;-8;85;9;-37;-100;95;-9;-47;-48;47;-64;-34;-79;41;-1;-76;-11;-47;1;-87;31;-69;-23;34;43;-32;91;0;31;-97;-97;-5;71;26;-73;43;97;49;-31;31;82;27;-98;-48;65;2;23;79;-23;-92;22;-20;4;-94;-16;-36;-28;-84;-58;19;-67;95;-27;-7;48;95;25;-1;-32;50;12;12;-10;-32;84;73;72;-25;-91;-56
-68;-43;92;-63;83;16;-96;99;7;-2;-31;34;21;22;91;-6;63;8;83;-48;-26;-83;59;26;86;43;-52;64;37;-33;31;73;15;-7;19;-48;9;1;94;-14;55;-47;77;-47;-62;-72;-42;-76;12;-66;16;-19;95;50;-91;-100;-67;19;95;-80;90;-55;94;-28;24;24;-12;-4;-44;-66;33;5;-31;53;86;-58;84;55;93;-94;-11;9;26;-61;36;-13;7;-77;-41;-24;-79;79;-91;28;41;-54;-20;99;73;57
-99;-46;82;73;33;28;85;76;-3;48;59;45;-88;-77;-56;84;-13;5;63;37;-97;78;30;81;-96;34;-48;-78;-30;-18;67;44;20;-79;67;77;-11;-26;-9;-75;-41;90;12;7;90;79;94;-92;68;59;34;-94;71;-49;24;72;-90;-13;-16;-54;38;55;-67;48;26;6;82;-7;-26;15;-27;75;57;-61;28;-35;93;67;60;-30;-96;-96;-61;-96;-75;88;-22;-38;-74;-97;-57;49;-46;48;-8;7;-93;20;-50;-56
-58;-54;27;-51;-50;41;-64;-44;14;-36;-14;-85;-58;41;97;-24;-100;50;-81;59;-90;42;-83;-90;-51;67;-55;73;-20;74;-72;-77;35;38;85;84;7;36;79;98;-29;-77;-29;-22;98;72;-22;-27;90;-31;-77;-62;-72;60;89;54;7;-29;-74;29;33;-28;-55;-66;-73;-29;3;25;-22;-96;-71;-96;-18;5;15;77;-100;-58;-6;90;-49;77;-47;12;-49;75;10;-20;-11;-35;13;-92;-99;-10;55;0;-71;60;-94;-79
-20;96;31;1;38;1;67;-3;79;77;-97;-59;-71;83;41;-33;-30;-74;5;67;26;15;87;20;-55;-11;29;-63;-28;9;74;-29;96;14;31;-44;-78;-29;-27;-23;80;84;85;22;40;76;64;84;33;49;-31;46;60;-2;11;8;-39;-68;-44;-87;-12;-35;-24;25;4;70;62;-95;-95;35;-18;-14;-60;12;-9;-8;7;26;34;29;-39;47;78;-23;-99;-56;15;-79;-36;-95;5;74;-63;-22;-49;56;45;97;-11;77
29;-70;-76;31;13;-25;2;-71;49;90;-48;-80;-4;61;-66;-33;70;-10;35;52;-8;-11;89;-12;-12;-21;-86;30;-40;28;57;56;15;-16;-59;63;15;-66;17;84;60;63;-43;77;-13;-64;-11;17;87;90;34;-25;-1;27;47;7;-88;80;-27;64;20;12;-46;-28;-71;0;-10;-53;-2;-24;-86;-87;82;0;41;46;-19;96;11;28;-5;-4;-35;-29;11;-30;-20;77;-91;36;8;-3;-7;-7;-70;80;-50;-99;71;76
81;-29;7;70;62;-11;-81;-86;-79;60;-18;-77;-28;-13;-54;99;57;33;41;19;-48;-63;28;85;-38;93;-94;-93;56;53;69;-65;68;-22;-53;27;23;-74;-29;-39;-9;54;54;-2;-76;89;35;26;-37;88;20;-84;3;-83;-82;1;-15;12;21;75;-88;-17;16;82;-5;-5;54;-72;-44;-62;-7;64;17;97;-35;-21;-67;-16;-46;-63;13;94;90;6;99;-74;70;22;-94;-35;-87;-38;87;75;73;31;-29;-27;90;-16
-60;-34;1;30;-2;-76;18;12;-17;6;-2;-12;38;55;83;19;82;33;-4;82;-53;29;-44;-21;74;-86;83;-58;83;-22;-33;98;-21;91;-70;45;99;-93;27;53;-2;64;64;-46;56;-2;48;31;-36;-3;14;21;-28;62;1;84;-61;77;8;-21;7;24;50;-76;62;-61;91;-17;96;72;83;-78;-74;-84;48;-82;99;33;27;15;71;-80;-11;53;-100;78;23;-14;-75;89;3;65;-34;86;-38;-82;42;15;46;-22
-1;70;68;20;72;26;-32;12;73;78;88;-43;-9;49;78;-51;-27;-99;-1;8;-84;-86;86;49;98;-28;-48;-20;47;-68;-33;67;68;8;92;-52;11;51;-10;-97;-82;-58;67;79;76;-39;56;44;-43;45;-94;50;21;-86;-100;52;-98;-62;-100;-48;-12;-89;31;-42;-97;11;-97;-62;-99;-16;96;-49;46;-98;53;-24;-9;33;28;-51;10;-4;68;81;-52;15;93;-49;28;-52;-47;-32;-69;-8;-63;56;3;-72;73;-33
9;-60;100;12;-90;-99;22;-96;21;73;-88;-61;-1;27;72;-85;68;70;-25;-40;100;-77;93;-16;36;3;-86;79;23;74;45;-2;-96;-33;92;-55;-68;-86;-22;-35;89;75;-94;-32;68;-24;41;-37;76;-45;-37;-80;-2;-39;60;-39;40;-18;26;15;-41;1;89;-20;47;-1;-15;-74;62;45;63;87;-79;55;-89;13;-6;-69;-8;23;-37;-31;100;-31;86;67;-43;10;-7;72;14;-54;-87;36;-83;-67;-34;-65;1;-48
-25;-53;-61;-13;19;-66;86;-10;-92;-90;80;53;78;71;-56;48;-69;-6;6;-27;-69;-28;32;79;61;99;21;36;49;-66;-45;-76;18;81;-37;87;79;83;-76;18;7;-15;-96;-3;51;-75;44;95;-92;-32;-77;-47;-71;-14;-9;-49;-21;-48;-57;-13;-24;100;-80;59;-45;44;93;38;-12;73;99;-3;59;11;88;-14;74;8;27;-59;98;-82;79;-7;79;39;57;-69;-1;72;45;13;73;-91;66;-46;89;65;77;-11
74;-6;-94;43;18;-12;-6;31;81;31;85;-74;6;19;66;54;-65;59;92;-63;20;44;-48;-17;25;-26;37;-85;-78;0;7;47;-86;57;-83;-85;-16;48;0;-80;-60;37;-31;-33;-26;65;74;3;-58;-2;-33;-64;-7;29;-43;77;-12;49;72;-86;-97;-4;-19;20;39;-41;80;-3;-30;-20;29;2;-97;64;16;58;66;78;53;18;-64;-64;-1;36;-11;84;68;85;-70;33;-22;67;-32;54;71;77;-8;-9;43;-24
-12;35;89;64;-96;23;-15;54;-30;-39;55;0;-95;-2;68;86;-20;-13;38;-74;69;-33;6;7;-52;94;91;23;-85;78;30;-42;-10;75;85;28;65;-66;30;81;83;17;-92;33;-9;-82;23;-60;-61;13;2;43;-32;66;5;80;-30;-87;15;48;10;40;-16;15;-24;-19;64;-82;28;71;29;95;-97;-78;-64;16;-59;77;49;-100;-59;-12;1;8;-82;34;-2;55;-32;24;-10;39;-50;-84;68;30;-1;30;-48;31
-41;-19;1;37;-13;35;-38;-72;-4;57;-54;-14;-9;-34;-93;-60;78;-76;13;-42;-8;30;-6;38;13;76;-60;51;-100;22;-6;95;-29;-59;96;-56;5;75;-78;11;87;76;-69;-90;62;33;-77;-84;65;91;54;-54;14;-60;-19;99;-87;22;60;18;68;-91;33;87;-96;16;-5;20;-57;-43;24;-45;-55;-25;-88;-56;59;9;-95;-21;-21;-67;-76;70;26;-97;62;47;14;23;33;-31;-81;-89;59;-81;-26;75;89;-97
38;87;53;44;-59;-95;-87;-81;-37;59;31;72;73;89;3;76;30;45;-4;-41;4;-47;51;57;-13;-7;52;-61;31;-47;87;-78;-18;-66;-4;15;-58;-53;95;46;-14;-99;-23;28;-63;-64;80;-66;-72;-94;-11;96;-74;52;-19;-29;-50;91;92;12;-17;-47;67;12;-38;79;87;69;64;22;54;88;-9;-36;-88;-22;-65;-79;77;6;-37;-90;90;52;-33;23;27;-16;33;51;93;42;-6;28;37;49;17;40;14;93
